LAT,LONG,ELEVATION,MAXTEMP,MINTEMP,RAIN,WINDSPEED,HUMIDITY,SOLAR
82.5,22.0121002197266,262.0,35.571999999999996,19.375999999999998,0.0,2.18267871966169,0.4132420997520179,22.69439505,nan
82.8125,22.0121002197266,253.0,35.510999999999996,19.255,0.0,2.06586715670817,0.42325791861043893,22.9037049,nan
83.125,22.0121002197266,234.0,35.289,18.986,0.0,1.98680293133592,0.44119723538990796,22.98026682,nan
83.4375,22.0121002197266,326.0,34.84,18.642,0.0,1.93012266933448,0.46560726989179,23.032687931999998,nan
83.75,22.0121002197266,276.0,34.345,18.392,0.0,1.8570081679266501,0.49208548139478403,23.08055085,nan
84.0625,22.0121002197266,220.0,33.51,18.066,0.0,1.77930442988978,0.530664285921257,23.1170616,nan
84.375,22.0121002197266,337.0,32.865,17.851,0.0,1.7634405867078502,0.5676300054271489,23.16509775,nan
84.6875,22.0121002197266,422.0,32.225,17.9,0.0,1.8328470555028897,0.587108217279359,23.22574542,nan
85.0,22.0121002197266,220.0,31.279,17.462,0.0,1.9224451998870102,0.6162252001736871,23.35302657,nan
85.3125,22.0121002197266,552.0,30.521,17.234,0.0,2.0360606907377,0.639039624287179,23.5000764,nan
85.625,22.0121002197266,361.0,30.357,17.972,0.0,2.2088291225434,0.626709217601526,23.5473156,nan
85.9375,22.0121002197266,402.0,30.666,18.498,0.0,2.3754802432434103,0.6126411061374221,23.5647018,nan
86.25,22.0121002197266,587.0,31.498,18.921,0.0,2.38583569245987,0.6044902785998371,23.53898952,nan
86.5625,22.0121002197266,175.0,32.89,19.340999999999998,0.0,2.11765997102929,0.607860552515077,23.442417000000003,nan
86.875,22.0121002197266,43.0,34.215,19.648,0.0,1.67153165872136,0.6271999893242021,23.2966638,nan
87.1875,22.0121002197266,22.0,34.805,19.63,0.0,1.40035396290756,0.6687335053688299,23.22944928,nan
87.5,22.0121002197266,9.0,33.258,20.015,0.0,1.43960735639175,0.7005843732764809,23.19665688,nan
87.8125,22.0121002197266,8.0,32.516,21.4,0.0,1.7314056252694399,0.7121180064232171,23.16724488,nan
88.125,22.0121002197266,7.0,32.009,22.726,0.0,2.1330160800336997,0.713752157705968,23.124933,nan
82.5,22.324399948120103,306.0,35.489000000000004,17.991,0.0,1.82363661236991,0.38810118983043396,22.18398453,nan
