LAT,LONG,ELEVATION,MAXTEMP,MINTEMP,RAIN,WINDSPEED,HUMIDITY,SOLAR
82.5,22.0121002197266,262.0,35.856,24.589000000000002,2.607535584,1.84412645057852,0.6699228723862989,24.494345748,nan
82.8125,22.0121002197266,253.0,35.878,24.808000000000003,2.223013392,1.81079835003686,0.665879264720392,24.597674424,nan
83.125,22.0121002197266,234.0,35.954,24.941999999999997,2.00328696,1.6958512683731202,0.664968582568815,24.63395022,nan
83.4375,22.0121002197266,326.0,36.27,24.820999999999998,1.8728243999999998,1.5465712425735803,0.6701629898865129,24.602959872,nan
83.75,22.0121002197266,276.0,36.272,24.384,1.4711387759999999,1.4591679246532898,0.678338930446868,24.539067864,nan
84.0625,22.0121002197266,220.0,35.093,23.965999999999998,1.093483332,1.48843992465603,0.6903778106093951,24.462783864000002,nan
84.375,22.0121002197266,337.0,33.852,23.636,0.68149584,1.57882134024686,0.7041533521755899,24.344547732,nan
84.6875,22.0121002197266,422.0,33.799,23.105999999999998,0.5201334,1.6564068618743997,0.7260212526297951,24.12798282,nan
85.0,22.0121002197266,220.0,33.194,22.465999999999998,0.78964236,1.70864295438802,0.7638583114615479,23.938932024,nan
85.3125,22.0121002197266,552.0,32.551,22.101,0.8995055328,1.7824008680831298,0.791177324631004,23.889435624,nan
85.625,22.0121002197266,361.0,32.352,22.065,0.8823393,1.89694142407671,0.79128442726478,23.92368696,nan
85.9375,22.0121002197266,402.0,32.249,22.204,2.84957928,1.9888350951848701,0.79351890405779,24.03253188,nan
86.25,22.0121002197266,587.0,33.036,22.595,4.538728152,1.96918933732795,0.7912405884931158,24.159216384,nan
86.5625,22.0121002197266,175.0,35.421,23.393,0.95100354,1.7993835460413998,0.7558307132679909,24.253987031999998,nan
86.875,22.0121002197266,43.0,37.051,24.395,0.51498432,1.57973375748633,0.719313031288048,24.27587082,nan
87.1875,22.0121002197266,22.0,36.93,25.201999999999998,0.33989004,1.5493723343904702,0.7091584670186021,24.29431668,nan
87.5,22.0121002197266,9.0,35.592,25.362,0.7209774,1.7515625718156,0.7307868577594309,24.262085808000002,nan
87.8125,22.0121002197266,8.0,34.406,25.698,0.26264196,2.18798795855575,0.742810979225268,24.100246115999997,nan
88.125,22.0121002197266,7.0,33.832,26.2,0.36392220000000003,2.6900310603297,0.7421909576277529,23.746218732,nan
82.5,22.324399948120103,306.0,36.038000000000004,23.618000000000002,4.3035489864,1.5591071625386101,0.7060328361481629,24.066005688,nan
82.8125,22.324399948120103,294.0,35.774,23.677,5.453679599999999,1.5211010729137902,0.712807862886422,24.43910418,nan
83.125,22.324399948120103,292.0,35.19,23.53,5.00393412,1.4712087563321798,0.7167920294260269,24.699375756,nan
83.4375,22.324399948120103,403.0,35.149,23.313000000000002,3.258135288,1.37590807060382,0.7155878508083041,24.75405504,nan
83.75,22.324399948120103,388.0,35.618,23.272,1.793859876,1.31236237446441,0.704309286356466,24.696503388000004,nan
84.0625,22.324399948120103,267.0,34.925,23.239,0.899505612,1.38486615552983,0.703055415101242,24.56505324,nan
84.375,22.324399948120103,315.0,34.098,23.122,0.331306812,1.5919695602923,0.711581604627582,24.34118058,nan
84.6875,22.324399948120103,216.0,34.085,22.897,0.14247882,1.8349129927224601,0.723875644781609,24.005087892,nan
85.0,22.324399948120103,212.0,33.855,22.531999999999996,0.252342324,2.04437138382543,0.748203804758507,23.726757455999998,nan
85.3125,22.324399948120103,326.0,33.836,22.406999999999996,0.2574921672,2.21858431820139,0.758216993794847,23.647274892,nan
85.625,22.324399948120103,445.0,34.31,22.71,0.226592856,2.3630699100380896,0.739702864602461,23.706845964,nan
85.9375,22.324399948120103,276.0,34.771,23.075,0.216293508,2.40965340129961,0.722735854148604,23.815686384,nan
86.25,22.324399948120103,285.0,35.227,23.316999999999997,0.16136153279999998,2.29429050654548,0.7179949927163729,23.854109651999998,nan
86.5625,22.324399948120103,137.0,36.522,23.680999999999997,0.43258679999999994,2.00129179201466,0.718198341136567,23.844717791999997,nan
