LAT,LONG,ELEVATION,MAXTEMP,MINTEMP,RAIN,WINDSPEED,HUMIDITY,SOLAR
82.5,22.0121002197266,262.0,35.525,21.741999999999997,0.0,1.9503922769152502,0.506615393397196,21.91882257,nan
82.8125,22.0121002197266,253.0,36.044000000000004,20.824,0.0,1.7032776478862302,0.514727286396388,21.86212203,nan
83.125,22.0121002197266,234.0,34.193000000000005,19.97,0.0,1.51273306937912,0.547703367889288,18.03256713,nan
83.4375,22.0121002197266,326.0,31.303,20.968000000000004,0.0,1.33056659078965,0.597832152592284,10.85939802,nan
83.75,22.0121002197266,276.0,29.658,22.384,0.0,1.08491617494646,0.63875575567885,6.30421722,nan
84.0625,22.0121002197266,220.0,29.05,22.423000000000002,0.0,0.8855820325627629,0.668986609624558,6.05497392,nan
84.375,22.0121002197266,337.0,29.116999999999997,21.831,0.0,1.248718927444,0.679415431538959,9.47283534,nan
84.6875,22.0121002197266,422.0,29.820999999999998,21.635,0.0,1.70427533724059,0.667943715157829,16.65241812,nan
85.0,22.0121002197266,220.0,30.859,20.691999999999997,0.0,1.98302323359685,0.671860484323116,21.92461632,nan
85.3125,22.0121002197266,552.0,31.471,18.428,0.0,2.02405260101522,0.6872358691730671,22.1647482,nan
85.625,22.0121002197266,361.0,32.208,19.538,0.0,1.86766018392671,0.689224411282158,21.28021992,nan
85.9375,22.0121002197266,402.0,33.025999999999996,20.373,0.0,1.60207993677993,0.701116243142173,20.44726272,nan
86.25,22.0121002197266,587.0,33.028,20.599,0.0,1.68719687635396,0.7132902379324091,20.819311199999998,nan
86.5625,22.0121002197266,175.0,32.567,21.281999999999996,0.0,1.92994940840232,0.7231786093165709,21.77274672,nan
86.875,22.0121002197266,43.0,32.583,22.596999999999998,0.0,1.9158329474474098,0.7501981492428871,21.1078638,nan
87.1875,22.0121002197266,22.0,31.956999999999997,23.557,0.0,1.77554418003617,0.7948122982303419,17.1420147,nan
87.5,22.0121002197266,9.0,31.08,23.531999999999996,0.099563616,1.7181714915318302,0.8406633085687131,12.87905562,nan
87.8125,22.0121002197266,8.0,30.535,23.595,0.59394834,1.86680372957683,0.853968920422645,11.595265199999998,nan
88.125,22.0121002197266,7.0,30.662,23.933000000000003,1.03340124,2.13092380666873,0.8371800048814451,11.25708858,nan
82.5,22.324399948120103,306.0,35.056,18.738,0.0,1.89060445991841,0.529000001914156,21.145500432000002,nan
82.8125,22.324399948120103,294.0,35.544000000000004,18.227999999999998,0.0,1.63871652464467,0.539743546594678,21.83231457,nan
83.125,22.324399948120103,292.0,34.195,18.697,0.0,1.4684751196405401,0.5614253990178389,16.997904000000002,nan
83.4375,22.324399948120103,403.0,31.879,19.669,0.0,1.34324548168601,0.6005439062050439,10.497489300000002,nan
83.75,22.324399948120103,388.0,30.504,21.706,0.0,1.15285274097956,0.643054998691691,7.42213566,nan
84.0625,22.324399948120103,267.0,29.891,23.096999999999998,0.0,1.01975000140945,0.662679126664306,8.22813642,nan
84.375,22.324399948120103,315.0,30.002,23.099,0.0,1.30263240894037,0.654261416404041,12.45937572,nan
84.6875,22.324399948120103,216.0,30.474,22.044,0.0,1.77490810661439,0.636843377831056,17.6393232,nan
85.0,22.324399948120103,212.0,31.406999999999996,20.437,0.0,2.16222413561449,0.633365589288144,20.894506200000002,nan
85.3125,22.324399948120103,326.0,32.29,20.243,0.0,2.32885838138911,0.6299256570206021,22.1625576,nan
85.625,22.324399948120103,445.0,33.231,20.976,0.0,2.24822129103059,0.615815520279864,22.1748768,nan
85.9375,22.324399948120103,276.0,34.288000000000004,21.4,0.0,1.9558398710495202,0.621878473829542,21.91786632,nan
86.25,22.324399948120103,285.0,34.928000000000004,21.464000000000002,0.0,1.7347086101345899,0.648188575665139,21.91703112,nan
86.5625,22.324399948120103,137.0,34.253,21.56,0.0,1.8755957342883,0.6807843222615669,22.14399528,nan
86.875,22.324399948120103,73.0,33.21,22.355,0.024032577599999997,1.99393101736685,0.7236648130886241,21.98103912,nan
87.1875,22.324399948120103,66.0,32.452,22.846,0.0755310168,2.0756199004008002,0.7744024819656471,20.89439388,nan
87.5,22.324399948120103,12.0,31.622,22.601,0.12016298880000001,2.12969955134589,0.8203432397171301,18.58628934,nan
87.8125,22.324399948120103,5.0,31.252,23.086,0.501251076,2.16411276369117,0.8383613176255842,16.6801473,nan
88.125,22.324399948120103,3.0,31.354,23.191999999999997,0.91323882,2.212346113006,0.829384658828678,16.1774964,nan
82.5,22.636600494384798,332.0,34.128,17.847,0.0,1.77292672712003,0.5485523722838921,20.458624752000002,nan
82.8125,22.636600494384798,418.0,34.402,17.482,0.0,1.6143125178498798,0.5667616696001629,20.56657617,nan
83.125,22.636600494384798,505.0,33.448,17.648,0.0,1.48647923935441,0.579717655892516,16.864988399999998,nan
83.4375,22.636600494384798,532.0,32.073,17.875999999999998,0.0,1.41526958927307,0.599198853032532,13.11867918,nan
83.75,22.636600494384798,449.0,31.037,18.562,0.0,1.3691308661861898,0.6270250866348349,11.69909577,nan
84.0625,22.636600494384798,498.0,30.563000000000002,19.325,0.0,1.4028433199303099,0.641616604417365,12.97687716,nan
84.375,22.636600494384798,400.0,30.42,21.034000000000002,0.0,1.70589443924577,0.631703339014405,15.74820306,nan
84.6875,22.636600494384798,560.0,30.939,20.596999999999998,0.0,2.16670795260454,0.6130653890062391,17.98638552,nan
85.0,22.636600494384798,368.0,31.649,19.825,0.0,2.51874967329899,0.604155979438606,19.29555288,nan
85.3125,22.636600494384798,522.0,32.549,19.933,0.0,2.62828091029071,0.594696028794066,19.90208808,nan
85.625,22.636600494384798,278.0,33.506,20.846999999999998,0.0,2.49173092990167,0.5800892968787379,20.20077288,nan
85.9375,22.636600494384798,211.0,34.236999999999995,21.454,0.0,2.18469729594938,0.5883829278425191,21.106346399999996,nan
86.25,22.636600494384798,147.0,34.400999999999996,21.462,0.0,1.89285040027024,0.6272473804920451,21.6734598,nan
86.5625,22.636600494384798,137.0,33.997,21.351,0.0,1.87494710634693,0.670672252553327,21.68769888,nan
86.875,22.636600494384798,86.0,33.435,21.965999999999998,0.164795004,2.13222005157017,0.7110115737462149,21.64145112,nan
87.1875,22.636600494384798,63.0,32.939,23.355,0.74501046,2.42785196109033,0.755636940716261,21.5448138,nan
87.5,22.636600494384798,15.0,32.478,23.805999999999997,1.332092124,2.5618895946120497,0.7880998299735259,21.140040600000003,nan
87.8125,22.636600494384798,7.0,32.216,23.174,1.490020524,2.5283670485450096,0.798389553233028,19.9222335,nan
88.125,22.636600494384798,11.0,32.159,23.764,0.254058876,2.4298256091012997,0.7925264170981831,18.14084838,nan
82.5,22.9487991333008,399.0,34.561,18.462,0.0,1.8615165339771598,0.498674549517007,21.634426331999997,nan
82.8125,22.9487991333008,505.0,34.356,17.945999999999998,0.0,1.8096338880053797,0.517031616424444,20.6819433,nan
