LAT,LONG,ELEVATION,MAXTEMP,MINTEMP,RAIN,WINDSPEED,HUMIDITY,SOLAR
82.5,22.0121002197266,262.0,27.48,12.585999999999999,0.0,2.37932297218125,0.4461980652772629,17.0112384,nan
82.8125,22.0121002197266,253.0,27.646,12.664000000000001,0.0,2.4844885726170696,0.446759550039616,17.1052326,nan
83.125,22.0121002197266,234.0,27.877,12.761,0.0,2.5670982809342004,0.450527313403405,17.15579712,nan
83.4375,22.0121002197266,326.0,27.959,12.700999999999999,0.0,2.5661612178805497,0.457796786627324,17.15040252,nan
83.75,22.0121002197266,276.0,27.859,12.360999999999999,0.0,2.4249844188029,0.469520344778959,17.1087768,nan
84.0625,22.0121002197266,220.0,27.595,11.64,0.0,2.17171928330544,0.49907458643096403,17.0631036,nan
84.375,22.0121002197266,337.0,27.07,10.924000000000001,0.0,1.92912942165811,0.541495112991106,17.0342406,nan
84.6875,22.0121002197266,422.0,26.596,10.41,0.0,1.82055849059784,0.579485676508895,17.04476088,nan
85.0,22.0121002197266,220.0,26.258000000000003,9.80399999999997,0.0,1.86397483602433,0.609840326630817,17.13869928,nan
85.3125,22.0121002197266,552.0,26.045,9.93700000000001,0.0,1.94224748315655,0.6081762198839611,17.25063588,nan
85.625,22.0121002197266,361.0,25.947,12.068,0.0,1.9857334439130199,0.5717049519530539,17.27858952,nan
85.9375,22.0121002197266,402.0,25.973000000000003,13.43,0.0,1.9148223531456798,0.5488562280428271,16.756029,nan
86.25,22.0121002197266,587.0,26.32,14.207,0.0,1.7078837568650502,0.53590357904803,15.4326402,nan
86.5625,22.0121002197266,175.0,27.825,14.944,0.0,1.4684807585847899,0.501731006259253,14.64345108,nan
86.875,22.0121002197266,43.0,29.913,15.29,0.0,1.24533436534788,0.47088837608792794,15.06161592,nan
87.1875,22.0121002197266,22.0,30.651,13.681,0.0,1.07770511638634,0.487174746516848,16.30186344,nan
87.5,22.0121002197266,9.0,30.983,11.732000000000001,0.0,0.882623785151895,0.5291432996121359,17.100399600000003,nan
87.8125,22.0121002197266,8.0,31.666,10.82,0.0,0.676704092807631,0.554378285929703,17.163117,nan
88.125,22.0121002197266,7.0,32.37,11.155999999999999,0.0,0.68084104328034,0.5069718386526151,17.20508112,nan
82.5,22.324399948120103,306.0,26.314,11.703,0.0,2.64921607854512,0.4286540433842979,16.8298848,nan
82.8125,22.324399948120103,294.0,26.121,11.875,0.0,2.7690791600571205,0.429044158891498,17.01033912,nan
83.125,22.324399948120103,292.0,26.002,12.142000000000001,0.0,2.8076403117531004,0.43193706448646596,17.151125399999998,nan
83.4375,22.324399948120103,403.0,26.467,12.578,0.0,2.75624775884449,0.4348042225967029,17.21109168,nan
83.75,22.324399948120103,388.0,26.904,12.83,0.0,2.6036209900096203,0.44511854433928705,17.1799308,nan
84.0625,22.324399948120103,267.0,27.05,12.215,0.0,2.3435037020593,0.477375431848706,17.09341992,nan
84.375,22.324399948120103,315.0,26.839000000000002,11.259,0.0,2.07527633294549,0.5178645248140421,17.00994708,nan
84.6875,22.324399948120103,216.0,26.441,10.761,0.0,1.8981055964902198,0.545943371790492,16.982720999999998,nan
85.0,22.324399948120103,212.0,26.07,10.347000000000001,0.0,1.78125097034347,0.572832114529688,17.03424024,nan
85.3125,22.324399948120103,326.0,25.994,10.475999999999999,0.0,1.71020138343651,0.577301323741668,17.08751232,nan
85.625,22.324399948120103,445.0,26.252,11.728,0.0,1.76449082558734,0.541032595764408,17.09414208,nan
85.9375,22.324399948120103,276.0,26.596,13.530999999999999,0.0,1.8847882931231401,0.5107794619868279,17.06990472,nan
86.25,22.324399948120103,285.0,26.935,15.449000000000002,0.0,1.9172293888418401,0.48940499805656607,16.86447792,nan
